bidding,ESS,GEN,WIND_STR,SW,PS,Avg_MP,ϵ1,confirmedNE,solver,ESSᴰ,GENᴰ,WIND_STRᴰ
PC-MOPEC,187.56091138448446,758.0117102004673,318.0502684341443,14102.872499928231,1263.622890019096,41.26129149359369,92.5,false,KNITRO,235.16858341443464,575.0542405518538,242.5
PC-MOPEC,181.64985448878878,763.9346612364893,318.05243628956265,14102.87249988173,1263.6369520148407,41.26153562563528,94.5,false,KNITRO,251.68544051400397,562.9972173646185,242.5
PC-MOPEC,185.77714076884843,759.8103519664951,318.05297886778794,14102.872499844503,1263.6404716031316,41.26159672974768,95.0,false,KNITRO,271.8980975081624,561.4533498538443,242.5
PC-MOPEC,196.9086992214568,748.681761691135,318.0535198029468,14102.872499927716,1263.6439807155386,41.26165765343343,95.5,false,KNITRO,216.61226572751937,557.289026943531,225.84999999999565
PC-MOPEC,244.33627739155702,625.8071602124925,334.05406241897947,14020.822499858987,1204.197500023029,43.76171875011517,96.0,false,KNITRO,182.17598165967638,601.4342085741296,242.5
PC-MOPEC,191.2162652909614,754.3801456540925,318.0546044581556,14102.8724999703,1263.6510154032094,41.26177978122224,96.5,false,KNITRO,280.54025301031504,574.2645928954379,260.90000000000725
PC-MOPEC,205.13038972035048,740.4689952356425,318.0551465547658,14102.872500015255,1263.6545315107587,41.261840824567884,97.0,false,KNITRO,222.21853433039632,556.249999997059,225.84999999999818
PC-MOPEC,201.54459918600537,744.0577595551154,318.0556885713565,14102.872500011264,1263.6580473124773,41.26190186281083,97.5,false,KNITRO,227.16189050938414,556.2499999943965,225.8499999920482
PC-MOPEC,195.31571767744055,750.2925666841622,318.0567646884359,14102.872499730565,1263.6650490500388,41.26202347032931,98.5,false,KNITRO,247.4342193003608,557.8870786124272,225.84999999999883
PC-MOPEC,186.7202245962994,758.8910542822803,318.057314355529,14102.872499945843,1263.6685932341088,41.262084952044155,99.0,false,KNITRO,236.46102830362818,561.1029615495694,242.5
PC-MOPEC,208.03185611605687,737.5853520347109,318.0583937418094,14102.872498196855,1263.675601892577,41.26220663229391,100.0,false,KNITRO,219.37757593568256,556.2500005503988,237.8499999999974
